#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
45,"Change (In the House of Flies)","Deftones",142,6A,85,2026-04-05,04:59,84,"nu metal, alternative metal, rap metal, rock, shoegaze","White Pony",2000-00-00,27,0,0,18,0,10,-5,G Minor,4,51c94ac31swyDQj9B3Lzs3,USMV20000039
46,"Closer","Nine Inch Nails",90,3A,72,2026-04-05,06:13,77,"industrial rock, industrial, industrial metal, alternative metal, nu metal","The Downward Spiral (Deluxe Edition)",1994-03-08,55,0,67,59,0,10,-9,A#/B♭ Minor,4,5mc6EyF1OIEOhAkD0Gg9Lc,USIR19400529
47,"Nothing Matters","The Last Dinner Party",101,10B,80,2026-04-05,03:02,72,"","Prelude to Ecstasy",2024-02-02,58,2,0,59,0,10,-5,D Major,4,5crY7axm3GejOxy5PsnnPk,GBUM72301930
48,"Space Song","Beach House",147,5A,79,2026-04-05,05:20,78,"dream pop","Depression Cherry",2015-08-28,51,23,12,60,0,10,-7,C Minor,4,7H0ya83CMmgFcOhw0UB6ow,USSUB1512203
49,"I'm God","Clams Casino,Imogen Heap",142,10B,64,2026-04-05,04:37,77,"cloud rap, ","Instrumental Relics",2020-04-24,53,7,76,9,0,10,-7,D Major,4,0FVuyC9RP5MACjp4lgU3qZ,QM24S2003584
50,"Sign of the Times","Harry Styles",120,7B,60,2026-04-05,05:40,92,"","Harry Styles",2017-05-12,52,3,0,22,0,10,-5,F Major,4,5Ohxk2dO5COHF1krpoPigN,USSM11703595
51,"Purple Rain","Prince",113,6B,45,2026-04-05,08:41,87,"funk rock, funk","Purple Rain",1984-06-25,37,4,0,18,0,60,-10,A#/B♭ Major,4,1uvyZBs4IZYRebHIB1747m,USWB10001880
52,"Don't Think of Me","Dido",94,1A,61,2026-04-05,04:32,51,"","No Angel",1999-00-00,51,0,0,21,0,0,-8,G#/A♭ Minor,4,6HuANi4awD1cZX4BgYwiNM,USAR19900860
53,"Don't Believe in Love","Dido",91,8A,33,2026-04-05,03:52,42,"","Safe Trip Home",2008-11-14,78,12,0,60,0,10,-11,A Minor,4,2J6k177s1twKl3yG9YnQ4l,GBARL0801016
54,"Quiet Times","Dido",110,4B,42,2026-04-05,03:17,41,"","Safe Trip Home",2008-11-14,78,32,0,44,0,0,-15,G#/A♭ Major,4,5JXasl8gsVoNsQTw5JJKBT,GBARL0801017
55,"Quiet Hearts","Amy Stroup",112,8B,50,2026-04-05,04:12,22,"","The Other Side of Love Sessions",2011-07-12,57,57,9,54,0,10,-13,C Major,4,22dkeAApcTHKbnVaJTehVV,USB9D1100012
56,"The Way She Looks","Two Feet",135,11A,90,2026-04-05,04:13,53,"","The Way She Looks",2026-03-13,54,2,0,68,0,60,-3,F#/G♭ Minor,4,0babKgXwpYCxbmgTc2Ikrh,QM4TX2641025
57,"Sixteen","Rainbow Kitten Surprise",143,3B,85,2026-04-05,03:26,65,"","Sixteen",2026-03-20,52,1,0,62,0,0,-4,C♯/D♭ Major,4,03mN5X7xFtv6uuBGsB43aY,USAT22601139
58,"BATSHIT INTELLIGENCE","Melanie Martinez",117,11A,67,2026-04-05,03:58,72,"","HADES",2026-03-27,61,50,0,61,0,20,-6,F#/G♭ Minor,4,4vKVlYoXr2d5DKikbxTWIj,USAT22600359
59,"i'd like to crawl inside your mind","Artemas",111,9B,89,2026-04-05,03:21,58,"","getting up to no good",2026-03-27,52,0,46,37,0,40,-4,G Major,4,0fmmnMko6TyM8OJILQ46rn,QZJ842603212
60,"time alone w u","Artemas",106,4B,78,2026-04-05,02:12,59,"","getting up to no good",2026-03-27,51,0,3,34,0,10,-6,G#/A♭ Major,4,1TJ0PvWV2i7IamBAhuihds,QZJ842509950
61,"Play God","Sam Fender",94,3A,71,2026-04-07,03:45,61,"","Hypersonic Missiles",2019-09-13,71,9,5,60,0,10,-6,A#/B♭ Minor,4,6R1y3I91AIktu7qoKIugtH,GBKPL1778702
62,"I Feel the Earth Move","Carole King",120,6A,58,2026-04-11,02:58,66,"singer-songwriter, folk rock","Tapestry",1971-00-00,71,65,0,64,0,0,-9,G Minor,4,1BWsOxeMx83OrKGCV4gxly,USSM17100508
