#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
46,"Whatever You Like","T.I.",150,8A,69,2022-06-26,04:09,80,"southern hip hop","Paper Trail",2008-09-07,68,2,0,47,0,20,-6,A Minor,4,1IAzD1muglOxOcPbUHs70R,USAT20803170
47,"Love Lockdown","Kanye West",120,12A,52,2022-06-26,04:30,68,"rap","808s & Heartbreak",2008-11-24,76,5,50,11,0,10,-8,C♯/D♭ Minor,4,1kxeWHF9PrCVZHvVskv8lg,USUM70837229
48,"Heartless","Kanye West",88,3A,65,2022-06-26,03:31,88,"rap","808s & Heartbreak",2008-11-24,79,5,0,65,10,20,-6,A#/B♭ Minor,4,4EWCNWgDS8707fNSZ1oaA5,USUM70840511
49,"Amazing","Kanye West,Jeezy",146,4B,55,2022-06-26,03:58,67,"rap, southern hip hop, crunk, gangster rap","808s & Heartbreak",2008-11-24,59,22,12,50,0,0,-8,G#/A♭ Major,4,0m3Ze0cy8qBHSsV2exAfCw,USUM70846401
50,"Tipsy - Club Mix","J-Kwon",93,8B,74,2022-06-26,04:03,68,"","Hood Hop",2004-00-00,93,6,0,66,30,0,-6,C Major,4,0jSMveIWvnhDIvzqN74Uc7,USAR10301217
51,"Grind With Me","Pretty Ricky",137,3B,54,2022-06-26,03:57,68,"r&b","Bluestars",2005-05-17,70,0,0,19,0,10,-6,C♯/D♭ Major,4,3B7i9OKRRmIsSBHEbJz58Y,USAT20502447
52,"We Made You","Eminem",114,10B,85,2022-06-26,04:29,64,"rap, hip hop","Relapse: Refill",2009-05-15,92,11,0,67,0,10,-1,D Major,4,4UMTp91LHhvW33ol9ZQH0Q,USUM70965164
53,"Untouched","The Veronicas",177,11A,78,2022-06-26,04:15,66,"","Hook Me Up",2007-10-30,56,2,2,44,20,10,-5,F#/G♭ Minor,4,0KlahhzNb98zyN83Vwae0l,USWB10704602
54,"Hotel Room Service","Pitbull",126,3B,63,2022-06-26,03:57,82,"","Pitbull Starring In Rebelution",2009-08-31,85,1,0,79,10,0,-8,C♯/D♭ Major,4,6Rb0ptOEjBjPPQUlQtQGbL,USJAY0900063
55,"I'm In Miami Bitch","LMFAO",128,11A,48,2022-06-26,03:47,52,"","Party Rock",2009-01-01,94,0,0,74,30,10,-7,F#/G♭ Minor,4,1vaUxfrERQIQfJ1wBTmeRE,USUM70847912
56,"Loco Wit The Cake","Ace Hood,Schife",145,11A,73,2022-06-26,03:47,23,"","Ruthless",2009-01-01,78,7,0,72,20,20,-4,F#/G♭ Minor,4,7qoy1zSUTc0YEXDqTZSSPG,USUM70970343
57,"Patron Tequila","Paradiso Girls,Lil Jon,Eve",120,1A,81,2022-06-26,04:16,49,"crunk, ","Patron Tequila",2009-01-01,90,2,0,84,0,0,-6,G#/A♭ Minor,4,3im8vluqbDsafyWEwBJdme,USUM70966406
58,"Now I'm That Bitch (feat. Pitbull) - Radio Version","Livvi Franc,Pitbull",123,4B,67,2022-06-26,03:44,17,"","Now I'm That Bitch (feat. Pitbull) [Radio Version]",2009-06-18,81,21,0,22,0,10,-4,G#/A♭ Major,4,5znwjZTPhtQqhcNRUk37dW,USJI10900438
59,"I Feel It All","Feist",172,10B,69,2022-06-26,03:39,53,"","The Reminder",2007-01-01,56,44,0,68,0,10,-6,D Major,4,3ghgwo0BTPm329zGMQRfn7,FRUM70600208
60,"The Way I Am","Ingrid Michaelson",120,7B,26,2022-06-26,02:15,61,"","Girls And Boys",2007-05-16,89,73,0,31,0,10,-9,F Major,4,2E9KlM0BvKZKcZAQRu3OWV,USCGH0789382
61,"Little Bit","Lykke Li",120,9B,74,2022-06-26,04:33,69,"","Youth Novels",2008-06-06,82,16,0,70,0,10,-7,G Major,4,0Ps4Eh6SQjeLnubbCsQTDD,SEVUM0700701
62,"I Follow Rivers","Lykke Li",122,8A,53,2022-06-26,03:48,65,"","Wounded Rhymes",2011-00-00,60,48,0,61,0,20,-14,A Minor,4,336ZYcU6poBWi3s8yzRcAD,SEVUM1000502
63,"Nicest Thing","Kate Nash",110,10A,31,2022-06-26,04:05,39,"anti-folk","Made of Bricks",2007-01-01,54,69,0,37,0,10,-11,B Minor,4,43YJuMTeTEV5FyjVfBqwyf,GBUM70706080
64,"Unsuspecting Sunday Afternoon","Backstreet Boys",74,8B,43,2022-06-26,03:22,34,"","Unbreakable",2007-10-24,42,21,0,23,0,10,-5,C Major,4,7pNHwXRrBVFon6DSVMsMMM,USJI10700645
65,"Made For You","OneRepublic",122,9B,56,2022-06-26,04:17,39,"soft pop","Waking Up",2009-01-01,64,14,2,40,0,10,-10,G Major,4,1uRQzm3P0nRGnSfnuzMTpq,USUM70999112
66,"All The Right Moves","OneRepublic",146,8B,95,2022-06-26,03:58,70,"soft pop","Waking Up",2009-01-01,53,26,0,65,0,20,-4,C Major,4,5XRHGXut00SrJUFmcn2lQF,USUM70984099
67,"Marchin On","OneRepublic",123,1B,81,2022-06-26,04:11,55,"soft pop","Waking Up",2009-01-01,51,33,0,31,0,10,-9,B Major,4,4BUtvtGTRvJB49Hx2F7lle,USUM70905504
68,"Hey, Soul Sister","Train",97,12A,89,2022-06-26,03:36,84,"soft pop","Save Me, San Francisco (Golden Gate Edition)",2010-12-01,67,19,0,80,0,0,-4,C♯/D♭ Minor,4,4HlFJV71xXKIGcU3kRyttv,USSM10904113
69,"I'm Good, I'm Gone","Lykke Li",120,9A,91,2022-06-26,03:09,46,"","Youth Novels",2008-06-06,84,5,1,90,0,10,-4,E Minor,4,2GjycBB2VHP4NSIzUrJkrE,SEVUM0800103
70,"Dance, Dance, Dance","Lykke Li",122,9B,68,2022-06-26,03:41,47,"","Youth Novels",2008-06-06,75,58,1,73,0,10,-7,G Major,4,68s9Rkn9dyuonMXZXkKvWo,SEVUM0700801
71,"Are You Ten Years Ago","Tegan and Sara",138,8A,66,2022-06-26,03:17,30,"","The Con",2007-07-24,65,49,0,54,10,20,-10,A Minor,4,7jjX6UPbGwK9AMGjkeSwPj,USRE10700696
72,"Back in Your Head","Tegan and Sara",141,7B,80,2022-06-26,03:00,52,"","The Con",2007-07-24,75,4,4,82,0,0,-7,F Major,4,2Pdo1VvYDB9FqeuNx8D1FW,USRE10700697
73,"Walking with a Ghost","Tegan and Sara",118,11A,54,2022-06-26,02:30,51,"","So Jealous",2004-09-14,79,13,0,93,0,0,-6,F#/G♭ Minor,4,7ImkjvM1OKWhJ5HIPOHcHE,USRE10701158
74,"On Directing","Tegan and Sara",144,6B,81,2022-06-26,02:45,26,"","Sainthood",2009-10-23,61,0,67,50,0,20,-5,A#/B♭ Major,4,5flkGz6hHGvA5UD8LRDSgZ,USRE10901803
75,"Can You Tell","Ra Ra Riot",144,11B,83,2022-06-26,02:42,0,"baroque pop","The Rhumb Line",2008-00-00,56,0,0,58,0,30,-6,A Major,4,1PvSmnnbBFlMOIgmHKJ41i,USBS50830885
76,"Lisztomania","Phoenix",195,8B,78,2022-06-26,04:01,0,"indie","Wolfgang Amadeus Phoenix",2009-05-25,49,3,0,32,0,50,-7,C Major,4,7hwcojGiRqYm100tSmpZE3,FR31Q0900001
77,"1901","Phoenix",144,8B,83,2022-06-26,03:13,1,"indie","Wolfgang Amadeus Phoenix",2009-05-25,59,6,0,71,0,10,-6,C Major,4,3FM33HqRlV7J1QJoPOnd2u,FR31Q0900002
78,"Fences","Phoenix",113,7A,73,2022-06-26,03:44,0,"indie","Wolfgang Amadeus Phoenix",2009-05-25,59,7,0,51,0,30,-7,D Minor,4,56W0Wmm2582TQwoxRLGAIX,FR31Q0900003
79,"Rome","Phoenix",126,10B,69,2022-06-26,04:38,0,"indie","Wolfgang Amadeus Phoenix",2009-05-25,63,37,10,39,0,10,-7,D Major,4,4HeuTZvLutZJ9Z4gMqDnU4,FR31Q0900007
80,"Gangsta Bop","Akon",176,4A,35,2022-06-26,04:06,63,"","Konvicted",2006-01-01,76,7,0,83,10,0,-7,F Minor,4,3nfVBXYJtRWeNxHMSMvIsE,USUM70615294
81,"She Ain't Got...","LeToya",144,11A,90,2022-06-26,03:43,11,"","She Ain't Got... (Explicit)",2009-01-01,50,6,0,63,20,30,-4,F#/G♭ Minor,4,48MsYhqN4LfNXH5GpzDMWT,USCA20903341
82,"Hotline","Ciara",123,8B,34,2022-06-26,03:23,39,"","Goodies",2004-09-27,96,4,0,11,40,0,-8,C Major,4,11SgGk0IyjzcvRpj6mlisM,USLF20400125
83,"Mmm Papi","Britney Spears",80,11A,80,2022-06-26,03:22,42,"pop","Circus (Deluxe Version)",2008-12-02,68,7,0,92,0,0,-7,F#/G♭ Minor,4,3m8sxh3LPR5crLvL7QvCgp,USJI10801330
84,"Rude Boy","Rihanna",174,1B,75,2022-06-26,03:42,82,"","Rated R",2009-11-20,56,11,0,81,10,0,-4,B Major,4,60jzFy6Nn4M0iD1d94oteF,USUM70912459
