#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
39,"The History of Wrong Guys","Annaleigh Ashford",130,6B,57,2026-01-12,03:48,44,"musicals","Kinky Boots (Original Broadway Cast Recording)",2013-05-27,81,30,0,53,10,0,-6,A#/B♭ Major,4,1c79hTzmukycIjA5uNRDcG,USSM11302341
40,"In This Corner","Billy Porter,Tory Ross,Daniel Stewart Sherman,Jennifer Perry,Kinky Boots Ensemble",97,4A,73,2026-01-12,04:56,30,"musicals","Kinky Boots (Original Broadway Cast Recording)",2013-05-27,69,28,0,73,0,40,-7,F Minor,4,2qf1Cbi3mIFzVnKERuNwx5,USSM11302345
41,"Anything You Can Do","Bernadette Peters,Tom Wopat",82,6B,56,2026-01-12,03:17,48,"musicals","Annie Get Your Gun: The New Broadway Cast Recording",1999-01-01,56,77,0,50,10,30,-6,A#/B♭ Major,4,1sOoOXwA5QftTmj6V0fqlJ,USAR29901028
42,"Cell Block Tango","Catherine Zeta-Jones,Susan Misner,Deidre Goodwin,Denise Faye,Ekaterina Chtchelkanova,Mya Harrison,Taye Diggs",125,3B,34,2026-01-12,07:22,61,"musicals","Chicago - Music From The Miramax Motion Picture",2002-11-08,60,39,0,65,30,40,-12,C♯/D♭ Major,4,28Tmk14BdrfaV2YzxpB35c,USSM10213102
43,"It's the Hard-Knock Life","Aileen Quinn,Toni Ann Gisondi",169,8B,20,2026-01-12,03:41,51,"musicals, ","Annie (Original Motion Picture Soundtrack)",1982-00-00,66,70,0,54,0,50,-17,C Major,4,3UvRjs5eyTkqB9MYWBqbuZ,USQX92105519
44,"Femininomenon","Chappell Roan",125,5A,76,2026-01-12,03:39,76,"","The Rise and Fall of a Midwest Princess",2023-09-22,61,14,0,24,0,10,-5,C Minor,4,53IRnAWx13PYmoVYtemUBS,USUG12302738
45,"NO","Meghan Trainor",92,12A,80,2026-01-12,03:33,80,"","Thank You (Deluxe Version)",2017-05-12,56,1,0,66,20,70,-4,C♯/D♭ Minor,4,0l0CvurVUrr2w3Jj1hOVFc,USSM11600935
46,"Watch Me Do","Meghan Trainor",112,10A,69,2026-01-12,02:49,40,"","Thank You (Deluxe Version)",2017-05-12,85,0,1,65,0,0,-3,B Minor,4,7Jw7oOzXLYtSKCA8eqNxKK,USSM11601176
47,"cut my hair","Tate McRae",164,7A,71,2026-01-13,02:55,63,"","THINK LATER",2023-12-08,60,8,0,45,0,10,-4,D Minor,4,2byJqu4cw657Y7G6nFogkG,USRC12302988
48,"we're not alike","Tate McRae",113,4B,81,2026-01-13,03:00,71,"","THINK LATER",2023-12-08,71,2,0,67,0,10,-5,G#/A♭ Major,4,0tFRxPQHvAUMTbWYRJUo8R,USRC12302992
