#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
81,"Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor,Holly Brook,Jonah Matranga",180,12A,82,2026-03-20,03:51,58,"rap rock, ","The Rising Tied",2005-11-21,68,26,0,25,20,10,-3,C♯/D♭ Minor,4,7pAT4dOUzjq8Ziap5ShIqC,USWB10504785
82,"Look What You've Done","Jet",74,8B,54,2026-03-20,03:50,66,"","Get Born (Deluxe Edition)",2003-09-14,40,39,0,33,0,10,-7,C Major,4,1vZOMg44tCErIWtunDnorD,USEE10340563
83,"Addict With A Pen","Twenty One Pilots",140,9B,79,2026-03-20,04:46,58,"","Twenty One Pilots",2009-12-29,55,15,0,30,10,10,-8,G Major,4,3MFertXkQGFCIXm0R8qUjW,USX9P0965503
84,"Family","Badflower",150,2A,67,2026-03-20,04:07,53,"post-grunge","This Is How The World Ends",2021-09-24,61,0,6,41,0,0,-5,D#/E♭ Minor,4,3z67pAKSP7DQkRpWOD28T1,QZRD92100076
85,"When I'm Small - Lucy's Mix (Live on KEXP)","Phantogram",111,6A,45,2026-03-20,04:25,33,"","Eyelid Movies (Expanded Edition)",2022-11-11,62,10,12,4,0,0,-11,G Minor,4,4wRsUXMKHtAsANj4g2osMh,USBS50931083
86,"Blinding","Florence + The Machine",108,8A,79,2026-03-20,04:35,44,"baroque pop","Lungs (Deluxe Edition)",2009-00-00,51,11,1,27,0,30,-6,A Minor,4,4tUOFydV4QoeqZOIoxzHNk,GBUM70903469
87,"Cosmic Love","Florence + The Machine",140,8A,80,2026-03-20,04:15,68,"baroque pop","Lungs (Deluxe Edition)",2009-00-00,52,14,0,8,0,10,-6,A Minor,4,0CSTvWUps1YmpQoXXay9ol,GBUM70903473
88,"Mouthful of Diamonds","Phantogram",100,8B,82,2026-03-20,04:13,65,"","Eyelid Movies",2010-00-00,61,14,82,22,0,10,-5,C Major,4,6zO0e11RCBnh1w8kjPZpIh,USBS50931057
89,"As Far As I Can See","Phantogram",90,9B,68,2026-03-20,03:29,54,"","Eyelid Movies",2010-00-00,56,0,3,12,0,0,-3,G Major,4,3S53KV0M2AXeUQgQ65GBcu,USBS50931062
90,"Don't Move","Phantogram",100,4A,64,2026-03-20,04:18,63,"","Nightlife",2011-00-00,56,0,1,47,0,20,-5,F Minor,4,1BeNZQORyV0jEF2toAmrsA,USBS51131293
91,"Turning Into Stone","Phantogram",122,6B,89,2026-03-20,04:54,43,"","Nightlife",2011-00-00,56,1,49,6,0,30,-6,A#/B♭ Major,4,2YD9lxZ8sLocATwfCPPoEc,USBS51131294
92,"16 Years","Phantogram",120,11A,78,2026-03-20,03:56,41,"","Nightlife",2011-00-00,51,0,9,19,0,40,-6,F#/G♭ Minor,4,1R7EfuL60uDJSvGndrH7Np,USBS51131292
93,"Teardrop","Massive Attack,Elizabeth Fraser",77,10A,42,2026-03-20,05:30,76,"trip hop, downtempo","Mezzanine",1998-01-01,62,2,50,22,0,10,-9,B Minor,4,67Hna13dNDkZvBpTXRIaOJ,GBAAA9800322
94,"Paradise Circus","Massive Attack,Hope Sandoval",136,4B,59,2026-03-20,04:57,67,"trip hop, downtempo, ","Heligoland",2010-02-08,81,41,80,30,0,0,-13,G#/A♭ Major,4,2BndJYJQ17UcEeUFJP5JmY,GBAAA0900963
95,"Black Balloon","The Kills",119,6A,44,2026-03-20,03:50,43,"garage rock","Midnight Boom",2008-03-08,84,13,1,19,0,0,-7,G Minor,4,3N5GWxRqVRfKWwMs0vxFWu,GBCEL0700586
96,"Opening Night","Arctic Monkeys,War Child Records",123,8B,46,2026-03-20,04:19,71,"indie, garage rock, ","Opening Night",2026-01-22,77,38,0,60,0,0,-10,C Major,4,7HXzuAd8UNJj2yCAS0NWbB,GBAZP2500234
97,"A Light That Waits","The Fray",146,10A,83,2026-03-20,03:23,54,"","A Light That Waits",2026-03-13,57,9,0,50,0,10,-6,B Minor,4,5r4QnvdXTQHBCbpj2fTXNY,US6R22574887
98,"Future Starts Slow","The Kills",128,2B,74,2026-03-20,04:08,58,"garage rock","Blood Pressures",2011-04-04,68,1,0,47,0,0,-6,F#/G♭ Major,4,0A0RBBTrgfq9eClnw6ZXT7,GBCEL1100005
99,"The Way She Looks","Two Feet",135,11A,90,2026-03-20,04:13,53,"","The Way She Looks",2026-03-13,54,2,0,68,0,60,-3,F#/G♭ Minor,4,0babKgXwpYCxbmgTc2Ikrh,QM4TX2641025
100,"Lost Your Ghost","Two Feet",125,5A,79,2026-03-20,03:58,31,"","Songs For February",2026-02-06,53,35,35,34,0,60,-4,C Minor,4,0U9JVPSHbpO34SluD75ZLa,US6R22560205
101,"Tell Me The Truth","Two Feet",80,6B,60,2026-03-20,04:02,54,"","Shape & Form",2022-05-13,61,12,0,10,0,10,-5,A#/B♭ Major,4,4MFLdAiHJv7zDOEbD2P2az,GBKPL2289553
102,"Don't Bring Me Down","Two Feet",130,3A,46,2026-03-20,03:13,39,"","Shape & Form",2022-05-13,54,14,92,17,0,10,-9,A#/B♭ Minor,3,2FkmT8QEYtXNNJc3a6J1fq,GBKPL2166109
103,"Love Language","Crooked Colours",119,4A,57,2026-03-21,03:18,56,"","Tomorrows",2022-09-23,80,3,1,32,0,10,-8,F Minor,4,2hJ0nwb8HPZgo1cTfoHSmH,USAT22004240
104,"Riptides","Death Cab for Cutie",125,5A,53,2026-03-20,03:17,62,"","Riptides",2026-03-16,78,0,3,77,0,20,-7,C Minor,4,34HWkEfh1KRkw5hReCVtcz,USEP42604009
105,"Honest","Dermot Kennedy",128,10B,67,2026-03-22,03:39,68,"","Honest",2026-03-20,58,11,0,24,0,10,-7,D Major,4,4Tk4WBjzGdKqgtRfmCgaty,USUG12509981
106,"Sixteen","Rainbow Kitten Surprise",143,3B,85,2026-03-20,03:26,65,"","Sixteen",2026-03-20,52,1,0,62,0,0,-4,C♯/D♭ Major,4,03mN5X7xFtv6uuBGsB43aY,USAT22601139
107,"Where There's Smoke, There's Fire","The Black Keys",166,9A,82,2026-03-20,05:00,64,"blues rock, garage rock, modern blues, rock","Where There's Smoke, There's Fire",2026-03-20,35,0,1,50,0,20,-5,E Minor,4,2fmKTXjj8zPinrBwswwTjI,USWB12504967
108,"Bitter Fruit","Young the Giant",81,12B,66,2026-03-22,03:17,60,"","Bitter Fruit",2026-03-20,59,0,0,67,0,10,-5,E Major,4,5FT5JjlKQuBlrYfLxRfq5p,US5262527908
109,"Happy Idiot","TV On The Radio",140,10A,95,2026-03-22,03:03,62,"indie rock, indie","Seeds",2014-11-17,62,0,0,86,0,0,-4,B Minor,4,63mnZ0zF5fBwJzYg2pDo9e,USUG11401340
110,"Sit Next to Me","Foster The People",97,11A,74,2026-03-22,04:03,75,"","Sacred Hearts Club",2017-07-21,64,12,0,66,0,60,-5,F#/G♭ Minor,4,4BdGO1CaObRD4La9l5Zanz,USSM11704909
111,"Pools","Glass Animals",105,8B,65,2026-03-22,04:48,57,"","ZABA",2014-06-03,68,15,0,23,0,10,-9,C Major,4,7jO2B8Xgfu7D9vj60XiG7Y,GB2DY1400009
